Character,Episode,Clean_text,Sentiment_Scores,neg,neu,pos,compound,Episode_Numeric,Season
Cartman,111," That is so-ho lame! Oh man, I... Stop, seriously; you're killing me all the time.  Wow, she's pretty.  Yes, ma'am. Noh, he always pukes when he's in love. She wasn't looking at you, butt-lord, she was looking at me! Until you puked on her. I'm gonna buy a vacuum cleaner, chicks like vacuum cleaners  Memememememe, me! What's a multiplication table? We were learning about how Yasmine Bleeth is going out with that...Richard Grieco guy that used to be on 21 Jump Street but then he got his own show for just a little while- Uh-oh. Chef's moving in on. Oh, weak! Chef's gonna make sweet love to!  Good-bye,. I'm not kissing ass, you stupid slut! Oh, well, I got a chocolate pie, but uuuuh-I left it at home. Oh, man, I wish I knew how to spell. Nuh-uh! Hey Wendy, seriously, you need to stop with this whole jealousy thing! Damn, man, someone's got to pull that monkey out of Wendy's ass. Oh, hi, Chef. You guys. Ya know what? My grandma was Dutch Irish, and my grandpa was lesbian - that makes me quarter-lesbian. I am, too! My mom said if you want to become a lesbian you have to lick carpet. This is a bunch of crap! I've been licking this carpet for three hours and I still don't feel like a lesbian! I'm a bigger lesbian than you! Wow. Wendy looks just like that chick from Grease,. Dang! That's nice! Oh, weak, dude! Did you make love? No way! That's not what we just heard! What the hell...? Yeah, dude! My mom says all I have to do is chow on this box.","{'neg': 0.145, 'neu': 0.67, 'pos': 0.185, 'compound': 0.9463}",0.145,0.67,0.185,0.9463,111,1
Cartman,112,"Boooriing. Day is never finished, Massa got me working Someday Massa set me free... No, I found it. No, I did, Pip. Well, I guess we'll have to ro-sham-bo for it. Well. First I kick you in the nuts as hard as I can, then you kick me in the nuts as hard as you can, and we keep going back and forth until somebody falls. The last one standing gets the arrowhead. Okay, ready? I'll go first. Huh I don't care. You can have this stupid arrowhead, I don't want it. Day is never finished, Massa got me working... Oh, look, I found another one. Ooh, this is just a stupid triangle! Eeyy! Give me that back! We'll ro-sham-bo for it! ANTHROPOLOGIST! I found a magic triangle, and this greedy son of a bitch took it from me!  Come on, let me kick you in the nuts for it! ...and I told him. I said, 'Kyle, I will kick you in the nuts.' But he didn't give it back to me. So I kicked him square - in the nuts, and he cried - like! Screw you, triangle thief! Eeyy! Oh I'll find it, don't worry! God - dammit, give me my triangle, Kyle, seriously. I was just setting it aside. Never! I'll get that triangle if it's the last thing I do! Be careful where you put that carrot. Kyle might steal it. Stan, would you tell Kyle that I'm not speaking with him? What's that noise? Aaah! Aliens! No! I found it, he stole it! I'm not talking to him, because he's a dirty thief. Na-ah! She's being a total bitch!  You scared the crap out of me, Ike! I'm trying to get my tri- wait a minute, I'm not talking to you. Ike, will you tell Kyle that I was trying to get my triangle back? Well, you can tell Kyle that he's a dirty goddamn son of a bitch!! Huh?! Hell, yeah I do, I got the triangle. I got the triangle, I got the triangle, dee dun dee dun Hmmm. I wonder what I should do with my triangle, now that it is mmyy triangle. Oh no you don't! Finders Keepers! Well, I guess we'll have to ro-sham-bo for it. I'll kick you in the nuts as hard as I can, then you kick me square in the nuts as hard as you can... It is? Yeeh, stealth bombers. Yeah, and talk about a bitch, I haven't seen- Sweet! I'm gonna be rich. Bet you wish you hadn't given me that triangle back now, huh, Kyle? Dumbass! No, not when money is involved, stupid! Ugh. Let me go! Seriously! Eey! It's not my triangle, it's Kyle's! Eechh! Screw you, hippie! Eeeh-eh. I don't remember. No! Don't! AAAAAA! AAAAADUH! WAAAGH! Damn your black heart,! Okay, okay. I'll tell where the triangle is, it's inside my shoe. I suppose your socks smell like the Botanical Gardens! Yes! She stole my triangle! Make it go away! I hate! I hate her! Sweet! No way! You gave it to us-it's mine now! Huh? Eh. Aaah-ah! Aaah! Thanks for your help! Visit us again! No! That's my walkie-talkie, he gave it to me! Come on, Stan, it's mine! I'll ro-sham-bo you for it! Yeah, and I've learned something, too. kicks ass!","{'neg': 0.222, 'neu': 0.703, 'pos': 0.075, 'compound': -0.9979}",0.222,0.703,0.075,-0.9979,112,1
Cartman,113,"Would you like some more tea,? You're very welcome,. Would you like some tea,? Oh. I don't know,. I just am. Why, thank you,. How nice of you.  Why, thank you,. This is Distinctive Earl Grey. My goodness, that's a lovely dress you are wearing,. That's niiice,. More tea, Rumpertumskin? Thank you, Rumpertumskin. And what do you think about me,? Eeeyy! No, Kitty, this is my corned beef cabbage! No, Kitty, that's a bad kitty! Mom? Can I ask you a question? You know how my friend Stan, has... a dad? And my friend Kyle has - a dad, and my friend Kenny has a dad? God-dammit!! Do I have a dad?! I want to know where I came from. Uh huuh. So who put his who-who-dilly in your cha-cha? So where is-I mean, Dad, now?  That isn't a very romantic story, Mom. Well. To think all this time I'm actually a Native American. No, Kitty, that's a bad kitty!!  Native American, Stan, and the bear is very important to my people. Hey! The white man has marred my people long enough! You keep your God-damned mouth shut! Stan, I need your bike in order to ride over to the reservation. My name isn't, it's Eric Running Water. Now, can I borrow your bike, or do I have to kick you in the nuts and steal it? Hiya, Dad! I'm your son, Eric. My mom says you put your who-who-dilly in her cha-cha, at the Drunken Barn Dance.. But my mom says you're the guy she was with. Whatooya mean? Huh?? Eeyy!!  His tongue? Chef?? Chef is my dad?? Oh my God! I'm a black African American!  'S up, homies? I was just down in the SPC kickin' it with some G's on the Westsa-eed-eh.  Weh hunh hrhrh hrh huh-right! Like I'm some hippie Indian. You know what I'm sayin' G? Check you later-I'm gonna go chill with mide-my dad. Yo, Pops! You know, jus'... layin' down some rhymes for G-folk, you know what I'm sayin'? Westsa-eed-eh. You're my dad, Chef. said - you got together with my mom at the Drunken Barn Dance. He said you kissed her with your tongue.  Huho. So you're not my dad? What?! Who the hell did that to my mom at the Drunken Barn Dance?! No! Noooooo! No, God, Nooo! Why, thank you. You are my best friend. Really? You don't think so?  Gee, that's kewl. All this time! Why didn't you tell me, father?! It was you all along. You were with my mother the night of the Drunken Barn Dance! Then you did sleep with my mom?  How? Really? You can?  How much? I don't have $3000.  Hi guys. Oh, fine. How are you guys? Ohh. Nothing. It's just... nothing. Well, I wanna know who my dad is, but... to find out they have to do these DNA tests, and they cost $3000 and... I don't have $3000. Yeah, it sucks. I have to know who my father is, I just have to. Maybe I can work in a sweatshop for a while uh... Well, see you guys. I'm gonna go stay in my backyard for a while.  You do? You will? Wow, you guys are the best! Thank you guys! What kind of video did you guys make? Why, thank you. You are my best friend. I... am... so... pissed... off... right... now.  I am going to fucking kill you guys, seriously. Kill... you... guys! Kill you guys!!  What?!  Son of a bitch!","{'neg': 0.078, 'neu': 0.782, 'pos': 0.14, 'compound': 0.9873}",0.078,0.782,0.14,0.9873,113,1
Cartman,201,He's my father?!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,201,2
Cartman,202,"Man, this feels like the longest minute of my life. Ey! Wait a minute! I didn't find out who my father was!  Goddammit! Who's my father? You've got to be kidding me! Eeeehh..! Is he awake yet? They can't. Mephesto can't die. No way, dude! I can't stand to leave things unfinished. It's like when you hear the first part of that song, ""Come Sail Away"", by Styx. If I hear the first part of that song, I have to finish it. Yeah, du-I can't do anything until it's done. No! Don't! Eh-- For I've got to be free, Free to face the life that's ahead of me, On board I'm the captain, so climb aboard, We'll search for tomorrow, on every shore, And I'll try, oh lord, I'll try to carry on, Maymaynemay Maymaynemay Maymaynemay Maymaynemay, A gathering of angels appeared above my head, They sang to us this song of hope, And this is what they said, Come sail away, come sail away, come sail away with me... lads, Come sail away, come sail away, come sail away with me I thought that they were angels, but to my surprise We climbed about their starship and headed for the skies Come sail away, come sail away, come sail away with me... lads Come sail away, come sail away, come sail away with me... lads Yeah, stop being a wuss! Can't you get him to talk? I have to know who my father is. Wake up, you son of a bitch! I can't wait anymore. What am I supposed to do? What? --way; Set an open course for the virgin sea For I've got to be free, free to face the life that's ahead of me On board I'm the captain, so climb aboard... ...We'll search for tomorrow on every shore... ...And I'll try, oh lord, I'll try to carry on... I look to the sea; Reflections-- --in the waves spark my memory... ...Some happy, some sad; I think of childhood friends and the dreams we had We lived happily forever, so the-- Come sail away, come sail away, come sail away with me... lads Come sail away, come sail away, come sail away with me-hee What about Mephesto? Are you taking care of him? Lady-m? Is Mephesto gonna be okay? Sweet. Hey, who's screwing with the lights?  That is really starting to piss me off. Nnoh, that sounds pretty sweet to me. What if Mephesto never wakes up, and I never find out who my father is? Go, Kenny! Yeah. And now he's a freezy-pop. Just tell us already!  Dammit! Tell me who my father is already! Ugh. Man, this is fuckin' weak. Oh, wow, gee whiz, you think so, Mom?! No no, wait a minute! If... if she's my dad, then... who's my mom?! Ooohhh, forget it!","{'neg': 0.063, 'neu': 0.78, 'pos': 0.157, 'compound': 0.9928}",0.063,0.78,0.157,0.9928,202,2
Cartman,204,"M'kay? What the hell is a ""bris""? Oh, kick ass! I wanna have a bris! Yeah, my ass is killing me. I wonder who took it. I know. Drugs are bad because if you do drugs, you're a hippie, and hippies suck. Wo-what's that? Ham? Screw you! It's ham, isn't it? Hey! My mom says you're not supposed to call it a penis, Kenny! You're supposed to call it a fireman. That's the proper way to say it, or else you get a spanking. Dude! That is not cool! Choppin' off wee wees is not cool! Dude, yuh-eh-you just don't...chop off somebody's fireman! What the hell is gahekgafuga? They are gonna cut off his fireman! No way, dude! We're not staying alone in your house with your wee-wee-choppin' parents! What the hell is that supposed to be? Is that why it stinks so bad? No way! I'm never going back to your parents' house! Eech. Wait a minute! No, you wouldn't! Fireman! Well, I guess the chopping is about to commence.  Yes. The fireman is very magical. If you rub his helmet, he spits in your eye.  Heyeah, I want to get a circumstision, too.  Eah, screw you guys! I don't wanna be in your penis-choppin' family anyway! Hey, you guys wanna come to my bris tomorrow? No way, I set up mine first, hippie! Okay?","{'neg': 0.231, 'neu': 0.731, 'pos': 0.039, 'compound': -0.9935}",0.231,0.731,0.039,-0.9935,204,2
Cartman,203," Reading sucks ass. Hey, there's a lot of big words in these books.  God, shut up, dude. I don't know, I'm kinda getting a tingly feeling looking at these.  Oh, how about Stan? Or Kyle? Oooaaagh. I'm prepared! For my book report, I read The Lion, The Witch and the Wardrobe. It was very, very good. Have you read it,? Oh, good. In The Lion, The Witch, and the Wardrobe, a bunch of uh, hippies, walk around and paint stuff. They eat lunch, and then they find a magical... camel... which they have to eat to stay alive. And that's pretty much it; I give it a B-minus. God-dammit!  Goody two-shoes. Really? I wanna be a cop. Do I get a nightstick? 10-4, sergeant!  Ey! I clocked you at 40 miles an hour back there. Do you know what the speed limit is heawh? Step out of the car, please, sir.  Sir, step out of the car, please. Ey! I am a cop, and you will respect my authoritah! Get your ass to jail!  Sweet. Yeah, I've been working this beat for about three days now. You definitely have to have pretty thick skin or else these people, they just walk all over you.  Sometimes you have to go undercover to get the worst of them. Well, hi there. Uh, wha-what are you doing tonight? Sir, step out of the car, please.  Sir, step out of the car.  Maybe this'll teach you to listen to authoritah.  Yeah... Sometimes upholding the law is messy. But you get by. One day at a time. Sir, could you step out of the car, please? And-uhh who's, who's in here with you?  Poor people tend to live in clusters. Nothing. Now, sir, is there some kind of a... Okay, okay, let's try to watch the language; there's children present heuh. Now, the first thing to do in domestic disturbance calls like this one is to just calm everybody down. Respect my authoritah!  Chickenlover! Dammit! Can't this thing go any faster?!  Freeze! Put your hands in the air! I got reports that the suspect is in this area! A-ha! Well, he is not listening to my authoritah! Ooohhhh. Ey, that's what I've been saying all along, you guys.","{'neg': 0.07, 'neu': 0.782, 'pos': 0.147, 'compound': 0.9767}",0.07,0.782,0.147,0.9767,203,2
Cartman,205," What? Don't you have dodgeball in France? Damn, Pip. I didn't know you had it in you.  Dude! He's going to the nurse's office. Stan? Has anybody actually seen the nurse, and come back to tell about it? Did it talk? The little fetus, did it talk? Who the hell cares what it's called? As long as she doesn't have to touch me... AGGHHH! Let me live! AGGGHHH! Yeah. I thought we only played on Fridays. Heyh! They have a zoo there! Now, let's try not to send anyone to that monster nurse this time, Frenchy. I caught it, I caught it! Yeah, and if you don't, you're a big dumb-ass European hippie piece of crap.  I got a jelly roll! I got a jelly roll! My mom says there's a lot of black people in China. So, Captain Ahab has to get his whale, huh? I dunno. Come on, rice picker!  Oooh, I get it. Holy crap! I love you guys. Ah, screw you guys!","{'neg': 0.081, 'neu': 0.825, 'pos': 0.094, 'compound': 0.4986}",0.081,0.825,0.094,0.4986,205,2
Cartman,206,"Mr. Garrison, what's Vietnam? Son of a bitch. Was it fun? Man, Vietnam was sweet! Sweet. You're dead, Stan. Well, Stan, thanks a lot for having such a cool uncle that got us all detention for a week. Well, let's see... Maybe 'cause he's an old, drunk hillbilly dick! Totally.  Sweet. Oh, yeah, sweet. That's super sweet. Ah-yes! Lying kicks ass! Blululululululuh. I am the deadly Mexican staring frog of Southern Sri Lanka. I am very scary... And dangerous!  What? I know that!  It's a Sri Lanka frog! Der yourself, hippie!  I'm ready,!   Blulululuh. Screw you guys. Well, why do I have to dress up like an old lady? Ee-goddammit! They better not! Scared of a plastic frog? Man, this is stupid. Eee-ee-ee-ee! Dude, totally.  Revenge is so very, very sweet. Dibs! That's it! Now I'm all pissed off! Take that, hippie! Ey, get off of him, you fuckin' nutsack! Ey, you guys! Yeah. I didn't wanna do it, Jesus. They made me do that. Sent her away where?","{'neg': 0.18, 'neu': 0.586, 'pos': 0.235, 'compound': 0.8418}",0.18,0.586,0.235,0.8418,206,2
Cartman,207,"What?  Hmmm, let me see. No! Mmm. It's chocolaty and delightful.  Mmm. I can't possibly finish this whole cake. Oh, yes I can.   I can not possibly eat one more bite of its chocolaty goodness. Oh, but but but, but I'll try. All done!? You guys. What if doesn't come back, and we're all trapped here forever. I don't wanna die on this- bus with you assholes!  You guys suck! Oh, man, this sucks.  Ow! Really? Uh, I don't think I have to fart anymore tonight. I don't wanna. Okay, that's does it! Now listen! Why is it that everything today has involved things either going in or coming out of my ass?! It's completely immature! You guys can't scare me! Was that how it happened? God-dammit, how long is this goin' to take? What?! I'm missing the new Fantasy Island. What do you think it is? Heellp! What?! Scuzzlebutt's real?! Scuzzlebutt kicks ass! Hey. Maybe it's our teacher,. Oh no? Don't you remember the time he went crazy, and tried to kill? Beefcaake! Now, that's what I call a sticky situation. Oh, yeah. Hey you guys. Can we order a pizza? I wonder when the monster is gonna come back to feed again? Hay, wait a minute. Remember the time when Fonzie jumped over the buses with his motorcycle? You can do it, Fonzie. Now, that's what I call a sticky situation. Uheheheh, heh.  Oh yeah, I guess that doesn't make sense. It does? Aw damn, man. Now I'm missing the new. Hey! Do you guys remember the time I found out who my father was? Sweeeeeett!  This kicks ass, you guys! is my father! My father is, My father is Deedun, Deedun. Now, that's what I call a sti- What?! Eeyy, you son of a bitch! I'll kick you in the nuts! Wait, wait wait wait. This doesn't make sense. This whole thing doesn't make any sense. I must be- Deah, eh eh.  Oh man, what a weird dream! Ma? I just dreamt that me and and Kenny were trapped on our bus, and we were talking about everything that happened to us, except that it was all wrong and everything ended with us eating ice cream. Yes, please. Mmmm.  Mmmm.","{'neg': 0.176, 'neu': 0.759, 'pos': 0.065, 'compound': -0.9946}",0.176,0.759,0.065,-0.9946,207,2
Cartman,208,"Your parents are dead? Goddamn, you suck, Pip! Eeyy! If you so much as touch Kitty's ass, I'll put firecrackers in your nutsack and blow your balls all over your pants!  Well, I'm just saying na, don't mess with Kitty na. Okay, that's it! Screw you guys! I'm going home. What do you guys want to do? We've got the whole summer to play! Stan? Guys? Don't you notice anything wrong with this picture? Ugh... Whatever. Hey, you guys, my mom signed me up for swimming lessons at the community pool. You wanna come? It is not!  I am not swimming around in pee! My mom says that if I take swimming lessons, I could be in the Olympics someday. I'm trying to make the best out of a bad situation! I don't need to hear crap from a bunch of hippie freaks living in denial! Screw you guys! I'm going home. No, screw you guys. Home.  Eh-eh-eh-eh... Nuh-uh. I don't wanna. Egh-- Huh? First graders? Awww! Weak! Weak! Oh, these sons of bitches! Later's fine. I only know how to do it doggie style. Can I do it doggie style? Sweet..! Awww, dammit! Aw, not again! No way! Those sons of bitches! I'm going home. Fine. Well, you heard wrong, hippie!  Hey! You guys are screwin' up the song! Where is Chef? Wow. Okay. No first graders around. I can swim to the deep end. Yeah... I can do it. I can do it. I can-- I'm gonna make it. I'm gonna make it. I'm gonna make it to the deep end. I did it! I did it! I made it to the deep end! Hooray for me! Huh? Oh, no, you sons of bitches! Aww, sons of bitches..! How's it going?","{'neg': 0.181, 'neu': 0.733, 'pos': 0.086, 'compound': -0.9854}",0.181,0.733,0.086,-0.9854,208,2
